 36 months, 60 months,1 year,10+ years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,< 1 year,MORTGAGE,Not Verified,OTHER_Home_Ownership,OTHER_Purposes,OWN,RENT,Source Verified,Verified,annual_inc_new,car,credit_card,debt_consolidation,educational,funded_amnt_new,home_improvement,house,installment_new,int_rate,loan_amnt_new,major_purchase,medical,moving,renewable_energy,small_business,vacation,wedding
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5328649.999999999,0,0,1,0,2262455.9791666665,0,0,74059.35391666666,10.9,2262455.9791666665,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2486703.333333333,0,0,1,0,273093.31249999994,0,0,9550.717016666666,15.6,273093.31249999994,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6394379.999999999,0,0,1,0,888108.3333333333,0,0,28031.363324999995,8.49,888108.3333333333,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2486703.333333333,0,0,1,0,1065729.9999999998,0,0,23433.62648333333,11.4,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4040892.916666666,0,1,0,0,666081.2499999999,0,0,21962.030974999998,11.4,666081.2499999999,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3552433.333333333,0,0,0,0,444054.1666666666,0,0,14016.125716666664,8.49,444054.1666666666,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2042649.1666666663,0,0,1,0,248670.33333333328,0,0,9463.6824,21.7,248670.33333333328,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,13321624.999999998,0,0,0,0,1469819.2916666665,0,0,33812.948574999995,13.4,2220270.833333333,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2220270.833333333,0,0,1,0,266432.49999999994,0,0,8596.000558333333,9.99,266432.49999999994,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1509784.1666666665,0,0,0,0,133216.24999999997,0,0,4633.261175,15.2,133216.24999999997,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3303762.9999999995,0,0,1,0,1738472.0624999998,0,0,39993.29446666666,13.4,1738472.0624999998,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11989462.499999998,0,0,1,0,3108379.166666666,0,0,67569.05821666666,10.9,3108379.166666666,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5115503.999999999,0,0,0,0,266432.49999999994,1,0,8976.110924999997,12.9,266432.49999999994,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6820050.324166666,0,0,1,0,268652.7708333333,0,0,8794.936824999999,10.9,268652.7708333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3552433.333333333,0,0,1,0,1154540.8333333333,0,0,37249.039716666666,9.99,1154540.8333333333,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3552433.333333333,0,0,0,0,1505343.6249999998,1,0,38876.05418333333,18.7,1505343.6249999998,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4262919.999999999,0,0,0,0,444054.1666666666,0,0,15175.107091666665,13.9,444054.1666666666,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4041958.646666666,0,0,0,0,799297.4999999999,0,0,27798.67894166666,15.2,799297.4999999999,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3197189.9999999995,0,0,0,0,159859.49999999997,0,0,5046.2315499999995,8.49,159859.49999999997,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3108379.166666666,0,0,1,0,932513.7499999999,0,0,30085.557899999996,9.99,932513.7499999999,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9325137.499999998,0,0,1,0,1085712.4374999998,0,0,27270.25448333333,17.4,1085712.4374999998,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3730054.9999999995,0,0,0,0,497340.66666666657,1,0,16517.03878333333,11.9,497340.66666666657,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6305569.166666666,0,0,1,0,532864.9999999999,0,0,17569.447158333332,11.4,532864.9999999999,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3996487.4999999995,0,0,1,0,1065729.9999999998,0,0,23166.305875,10.9,1065729.9999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16430004.166666664,0,0,0,0,1776216.6666666665,1,0,47306.86659166666,20.2,1776216.6666666665,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5941444.749999999,0,0,1,0,2486703.333333333,0,0,68313.29299999999,21.7,2486703.333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5772704.166666666,0,0,0,0,444054.1666666666,0,0,15528.57420833333,15.6,444054.1666666666,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,10657299.999999998,0,0,0,0,543966.3541666666,0,0,16546.346358333332,5.99,543966.3541666666,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4973406.666666666,0,0,1,0,666081.2499999999,0,0,23293.30536666666,15.6,666081.2499999999,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5648368.999999999,0,0,0,0,1065729.9999999998,0,0,27289.79286666666,18.3,1065729.9999999998,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5945885.291666666,0,0,1,0,1776216.6666666665,0,0,42060.810666666664,14.7,1776216.6666666665,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4689211.999999999,0,0,0,0,1989362.6666666663,1,0,45254.44823333333,12.9,1989362.6666666663,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4049773.9999999995,0,0,1,0,1332162.4999999998,0,0,41432.918074999994,7.49,1332162.4999999998,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3197189.9999999995,0,0,1,0,583931.2291666666,0,0,19813.696916666664,13.4,583931.2291666666,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3784584.851666666,0,1,0,0,621675.8333333333,0,0,20057.038599999996,9.99,621675.8333333333,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7193677.499999999,0,1,0,0,1598594.9999999998,0,0,44251.773924999994,22.1,1598594.9999999998,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2408549.8,0,0,0,0,532864.9999999999,0,0,18080.997558333333,13.4,532864.9999999999,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4884595.833333333,0,0,0,0,1065729.9999999998,0,0,23166.305875,10.9,1065729.9999999998,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2841946.666666666,0,0,1,0,1420973.333333333,0,0,31602.446933333325,11.9,1420973.333333333,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6984439.176666666,1,0,0,0,523983.91666666657,0,0,16296.787916666664,7.49,523983.91666666657,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4884595.833333333,0,0,0,0,1243351.6666666665,1,0,28603.30509166666,13.4,1243351.6666666665,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,14209733.333333332,1,0,0,0,577270.4166666666,0,0,14189.306841666665,16.4,577270.4166666666,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3641244.166666666,0,0,1,0,444054.1666666666,0,0,15348.288216666664,14.7,444054.1666666666,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5062217.499999999,0,0,1,0,1420973.333333333,0,0,35690.40959166666,17.4,1420973.333333333,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5328649.999999999,0,0,1,0,2220270.833333333,0,0,53981.00071666666,15.9,2220270.833333333,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10213245.833333332,0,0,1,0,1776216.6666666665,0,0,47674.543441666654,20.6,1776216.6666666665,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4262919.999999999,1,0,0,0,288635.2083333333,0,0,6419.247033333332,11.9,288635.2083333333,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3463622.4999999995,0,0,1,0,1065729.9999999998,0,0,24517.118649999997,13.4,1065729.9999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3709308.789333333,0,0,1,0,1269994.9166666665,0,0,34615.798508333326,21.3,1269994.9166666665,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6384077.943333332,0,0,0,0,659420.4374999999,0,0,21274.635124999997,9.99,659420.4374999999,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4440541.666666666,0,0,0,0,444054.1666666666,0,0,14747.038874999998,11.9,444054.1666666666,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4476065.999999999,0,0,1,0,532864.9999999999,0,0,17952.221849999994,12.9,532864.9999999999,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3019568.333333333,0,0,1,0,2020446.458333333,0,0,45961.382466666655,12.9,2020446.458333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5950325.833333332,0,0,1,0,1154540.8333333333,0,0,37574.97547499999,10.5,1154540.8333333333,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7726542.499999999,0,0,0,0,710486.6666666665,0,0,22097.911549999997,7.49,710486.6666666665,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5062217.499999999,0,0,1,0,488459.58333333326,0,0,16573.877716666666,13.4,488459.58333333326,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2219915.59,0,0,0,0,373005.49999999994,0,0,9551.605124999998,18.3,373005.49999999994,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1953838.333333333,0,0,1,0,888108.3333333333,0,0,32281.84980833333,18.3,888108.3333333333,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,19982437.499999996,0,0,0,0,1776216.6666666665,0,0,44038.62792499999,16.8,1776216.6666666665,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5772704.166666666,0,1,0,0,1332162.4999999998,0,0,42979.114683333326,9.99,1332162.4999999998,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7104866.666666666,0,0,1,0,1065729.9999999998,0,0,26768.473274999997,17.4,1065729.9999999998,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7282488.333333332,0,0,0,0,1554189.583333333,0,0,39457.76514166666,17.9,2067072.145833333,0,0,0,0,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7815353.333333332,0,0,1,0,2067072.145833333,0,0,55052.94747499999,20.2,3108379.166666666,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2220270.833333333,0,0,0,0,892548.8749999999,0,0,22129.883449999998,16.8,892548.8749999999,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12522327.499999998,0,0,0,0,799297.4999999999,0,0,26354.614791666663,11.4,799297.4999999999,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13954313.376666665,0,0,0,0,2098155.9374999995,1,0,54185.26563333333,18.7,3108379.166666666,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1577280.3999999997,0,0,0,0,248670.33333333328,0,0,8595.112449999999,14.7,248670.33333333328,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6394379.999999999,0,0,1,0,1742912.6041666665,0,0,46780.218349999996,20.6,2220270.833333333,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2344605.9999999995,0,1,0,0,1065729.9999999998,0,0,24517.118649999997,13.4,1065729.9999999998,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9946813.333333332,0,0,0,0,1509784.1666666665,0,0,34732.140699999996,13.4,2306861.395833333,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5861514.999999999,0,0,1,0,266432.49999999994,0,0,8848.223324999999,11.9,266432.49999999994,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4618163.333333333,0,0,1,0,710486.6666666665,0,0,24107.70070833333,13.4,710486.6666666665,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8437029.166666666,0,0,1,0,1563070.6666666665,0,0,36361.81949166666,13.9,1563070.6666666665,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8881083.333333332,0,0,1,0,1332162.4999999998,0,0,42979.114683333326,9.99,1332162.4999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10657299.999999998,0,0,1,0,1427634.145833333,0,0,36556.31521666666,18.3,1865027.4999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3889914.4999999995,1,0,0,0,444054.1666666666,0,0,9763.863016666664,11.4,444054.1666666666,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3730054.9999999995,1,0,0,0,399648.74999999994,0,0,13007.234649999999,10.5,399648.74999999994,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10657299.999999998,0,1,0,0,3108379.166666666,0,0,105469.08134166665,13.4,3108379.166666666,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6181233.999999999,0,0,0,0,621675.8333333333,0,0,20497.54033333333,11.4,621675.8333333333,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2733952.693333333,0,0,1,0,883667.7916666665,0,0,29770.279441666662,12.9,883667.7916666665,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3241595.416666666,0,0,1,0,714927.2083333333,0,0,17095.197308333332,15.2,714927.2083333333,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6394379.999999999,0,0,1,0,1065729.9999999998,0,0,27523.365358333333,18.7,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6394379.999999999,0,0,0,0,177621.66666666663,0,0,6456.547583333333,18.3,177621.66666666663,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6660812.499999999,0,0,1,0,1332162.4999999998,0,0,30990.54029166666,13.9,1332162.4999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2042649.1666666663,0,1,0,0,572829.8749999999,0,0,15078.303283333331,19.6,572829.8749999999,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5062217.499999999,0,0,0,0,603913.6666666666,1,0,18644.94635,6.99,888108.3333333333,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3197189.9999999995,0,0,1,0,666081.2499999999,0,0,21677.83630833333,10.5,666081.2499999999,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4973406.666666666,0,0,0,0,888108.3333333333,0,0,23653.877349999995,20.2,888108.3333333333,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3197189.9999999995,0,0,0,0,1025765.1249999999,0,0,30937.253791666666,5.42,1065729.9999999998,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3818865.8333333326,0,1,0,0,532864.9999999999,0,0,17192.001116666666,9.99,532864.9999999999,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5567995.195833333,0,0,1,0,2220270.833333333,0,0,48263.35926666667,10.9,2220270.833333333,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2664324.9999999995,0,0,1,0,444054.1666666666,0,0,14960.184874999997,12.9,444054.1666666666,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3090616.9999999995,0,0,1,0,1278875.9999999998,0,0,28441.669374999998,11.9,1278875.9999999998,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1350279.91,0,0,0,0,248670.33333333328,0,0,7849.101449999998,8.49,248670.33333333328,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6216758.333333332,0,0,1,0,710486.6666666665,0,0,17463.76226666666,16.4,710486.6666666665,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4262919.999999999,1,0,0,0,532864.9999999999,0,0,16572.989608333333,7.49,532864.9999999999,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5151028.333333333,0,0,0,0,321939.2708333333,0,0,10477.902116666666,10.5,321939.2708333333,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1705167.9999999998,0,0,1,0,532864.9999999999,0,0,17342.091425,10.5,532864.9999999999,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3552433.333333333,0,0,1,0,1065729.9999999998,0,0,27523.365358333333,18.7,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2184746.4999999995,1,0,0,0,426291.99999999994,0,0,13536.547216666664,8.9,426291.99999999994,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6394379.999999999,0,0,1,0,1460938.208333333,0,0,37154.012124999994,18.0,2131459.9999999995,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3108734.4099999997,0,0,1,0,852583.9999999999,0,0,22684.063049999997,20.2,852583.9999999999,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,19982437.499999996,0,0,0,0,1418753.0624999998,0,0,38374.27297499999,20.9,1418753.0624999998,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5328649.999999999,0,0,1,0,1176743.5416666665,0,0,32930.16889166666,22.6,1598594.9999999998,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1728614.0599999998,0,0,0,0,222027.0833333333,0,0,7571.123541666666,13.8,222027.0833333333,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4795784.999999999,0,0,0,0,248670.33333333328,0,0,7896.171191666665,8.9,248670.33333333328,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5218879.81,0,0,1,0,1492021.9999999998,0,0,36370.700574999995,16.1,1492021.9999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4973406.666666666,0,0,1,0,963597.5416666665,0,0,21493.99788333333,12.1,1250012.4791666665,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5328649.999999999,0,0,1,0,1685185.5624999998,0,0,44077.70469166666,19.3,2664324.9999999995,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4440541.666666666,0,0,1,0,1112355.6874999998,0,0,30608.653708333328,21.8,1598594.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3552078.0899999994,0,0,1,0,1065729.9999999998,0,0,33352.02035,7.91,1065729.9999999998,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3108379.166666666,0,0,0,0,888108.3333333333,0,0,29341.323116666663,11.6,888108.3333333333,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4476065.999999999,0,0,0,0,994681.3333333331,0,0,30904.39378333333,7.42,994681.3333333331,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15097841.666666664,0,0,1,0,1547528.770833333,0,0,41597.21811666666,20.6,2397892.4999999995,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,43250875.83333333,0,0,0,0,3108379.166666666,1,0,102694.63090833332,11.6,3108379.166666666,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4440541.666666666,0,1,0,0,1420973.333333333,0,0,34638.88932499999,16.1,1420973.333333333,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5328649.999999999,0,0,1,0,1016884.0416666665,0,0,28631.724558333328,22.9,1332162.4999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3177263.5133249993,0,0,0,0,1065729.9999999998,0,0,30907.058108333327,24.4,1065729.9999999998,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6119066.416666666,0,0,1,0,1916093.7291666663,0,0,44079.480908333324,13.4,2262455.9791666665,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2664324.9999999995,0,0,1,0,213145.99999999997,0,0,7619.969499999998,17.1,213145.99999999997,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3836627.9999999995,0,0,0,0,444054.1666666666,0,0,15528.57420833333,15.6,444054.1666666666,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1847265.333333333,0,0,0,0,865905.6249999999,0,0,30954.127849999997,17.1,865905.6249999999,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3730054.9999999995,0,0,1,0,710486.6666666665,0,0,23639.667616666666,12.1,710486.6666666665,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4440541.666666666,0,0,1,0,863685.3541666665,0,0,28736.521341666663,12.1,863685.3541666665,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3070368.1299999994,0,0,0,0,888108.3333333333,0,0,21876.772575,16.5,888108.3333333333,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9236326.666666666,0,0,1,0,2142561.3541666665,0,0,57506.79079999999,20.6,3108379.166666666,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6394379.999999999,0,0,0,0,532864.9999999999,0,0,18080.997558333333,13.4,532864.9999999999,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5328649.999999999,0,0,1,0,632777.1874999999,0,0,20415.834366666662,9.99,632777.1874999999,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4973406.666666666,0,0,0,0,1554189.583333333,0,0,38201.09184999999,16.4,2353487.083333333,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,4440541.666666666,0,0,0,0,710486.6666666665,0,0,18192.89920833333,18.3,710486.6666666665,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3730054.9999999995,0,0,1,0,1776216.6666666665,0,0,42471.116716666664,15.2,1776216.6666666665,0,0,0,0,0,0,0
